timestep,reward,terminated,model_name,action_1,action_2,state_1,state_2,state_3,state_4,state_5,state_6,state_7,state_8,state_9,state_10,state_11,state_12,state_13,state_14,state_15,state_16,state_17,state_18,state_19,state_20,state_21,state_22,state_23,state_24,state_25,state_26,state_27,state_28,state_29,state_30,state_31,state_32,state_33,state_34,state_35,state_36,state_37,state_38,state_39,state_40,state_41,state_42,state_43,state_44,state_45,state_46,state_47,state_48,state_49,state_50,state_51,state_52,state_53,state_54,state_55,state_56,state_57,state_58,state_59,state_60,state_61,state_62,state_63,state_64,state_65,state_66,state_67,state_68,state_69,state_70,state_71,state_72,state_73,state_74,state_75,state_76,state_77,state_78,state_79,state_80,state_81,state_82,state_83,state_84,state_85,state_86,state_87,state_88,state_89,state_90,state_91,state_92,state_93,state_94,state_95,state_96,state_97,state_98,state_99,state_100,state_101,state_102,state_103,state_104,state_105,state_106,state_107,state_108,state_109,state_110,state_111,state_112,state_113,state_114,state_115,state_116,state_117,state_118,state_119,state_120,state_121,state_122,state_123,state_124,state_125,state_126,state_127,state_128,state_129,state_130,state_131,state_132,state_133,state_134,state_135,state_136,state_137,state_138,state_139,state_140,state_141,state_142,state_143,state_144,state_145,state_146,state_147,state_148,state_149,state_150,state_151,state_152,state_153,state_154,state_155,state_156,state_157,state_158,state_159,state_160,state_161,state_162,state_163,state_164,state_165,state_166,state_167,state_168,state_169,state_170,state_171,state_172,state_173,state_174,state_175,state_176,state_177,state_178,state_179,state_180,state_181,state_182,state_183
312,-2.1358333333333333,False,,0.96402764,0.24612951,1.0,0.6627143,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9458571,1.0,1.0,1.0,0.9595714,0.943,0.9257143,0.90171427,0.88514286,0.868,0.85057145,0.83742857,0.82042855,0.8094286,0.6822857,0.7888571,0.78228575,0.7762857,0.7662857,0.76342857,0.6234285,0.7425714,0.75228566,0.75200003,0.7491428,0.751,0.7531429,0.7557143,0.73985714,0.64942855,0.69200003,0.76685715,0.78242856,0.7932857,0.8051429,0.8101429,0.8262857,0.83614284,0.7108571,0.85914284,0.8144286,0.77342856,0.7382857,0.70628566,0.677,0.6502857,0.629,0.60128576,0.58199996,0.55314285,0.5382857,0.5352857,0.5262857,0.51442856,0.5,0.49142858,0.48357144,0.47628573,0.46957144,0.46314287,0.45857143,0.45185715,0.44828573,0.44471428,0.44228572,0.4395714,0.43742856,0.4362857,0.43528572,0.4354286,0.43571427,0.43685716,0.43757144,0.43257144,0.43071428,0.43442857,0.44228572,0.454,0.4602857,0.46485713,0.47085714,0.47814286,0.48742858,0.496,0.5048571,0.516,0.5264286,0.53885716,0.55142856,0.57285714,0.588,0.6092857,0.62799996,0.6464286,0.66228575,0.7038571,0.758,0.79228574,0.8361429,0.75228566,0.30742857,0.6134286,0.6151429,0.98285717,0.9745714,0.9627143,0.9522857,0.94428575,0.93142855,0.6858571,0.7792857,0.92085713,0.9175714,0.0,0.6858571,0.91771424,0.9194286,0.9227143,0.9274286,0.9322857,0.9397143,0.94771427,0.7994286,0.7762857,0.7771429,0.78599995,0.8238571,1.0,0.8258571,0.8351429,0.844,0.9984286,0.89771426,0.91742855,0.0,0.841,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6964286,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.97302115,0.33797848,0.13583334
313,-2.1358333333333333,False,,0.96402764,0.21401381,1.0,0.65957147,1.0,1.0,1.0,1.0,1.0,0.71257144,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.75371426,1.0,1.0,0.9768571,0.92800003,0.926,0.90728575,0.8865714,0.8691429,0.84814286,0.8345714,0.82114285,0.80885714,0.799,0.5577143,0.78185713,0.7748571,0.769,0.76257145,0.7565714,0.68128574,0.7505714,0.74971426,0.7485714,0.74814284,0.75142854,0.75428575,0.7457143,0.634,0.7522857,0.64,0.7664286,0.78828573,0.797,0.8101429,0.788,0.82114285,0.8494286,0.78742856,0.85142857,0.8075715,0.7674286,0.73471427,0.6957143,0.66714287,0.6438571,0.62142855,0.60071427,0.5845714,0.55414283,0.5418571,0.538,0.5247143,0.514,0.50385714,0.49542856,0.48742858,0.4802857,0.4737143,0.46771428,0.4617143,0.458,0.454,0.4507143,0.44742855,0.446,0.44414285,0.44314286,0.44285715,0.44342858,0.443,0.444,0.44385713,0.43742856,0.43914285,0.445,0.45971426,0.46457142,0.47085714,0.4765714,0.4822857,0.48985714,0.4974286,0.5065714,0.5195714,0.5302857,0.54157144,0.55628574,0.5697143,0.5851429,0.6027143,0.6298571,0.6514286,0.6324286,0.6982857,0.743,0.776,0.81285715,0.8568572,0.75614285,0.6217143,0.62114286,0.8084286,0.98485714,0.97185713,0.9645714,0.9538571,0.84342855,0.9342857,0.3167143,0.9265714,0.922,0.9211429,0.6885714,0.91914284,0.9194286,0.9244286,0.92628574,0.93214285,0.93714285,0.9417143,0.94942856,0.78828573,0.77171427,0.7764286,0.791,0.8457143,0.4107143,0.82685715,0.83942854,0.8417143,0.44342858,0.8997143,0.9242857,0.8388571,0.98457146,1.0,0.9991428,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.97302115,0.33797848,0.13583334
314,-2.1358333333333333,False,,0.96402764,0.8235853,1.0,0.65957147,1.0,1.0,1.0,1.0,1.0,0.71257144,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.75371426,1.0,1.0,0.9768571,0.92800003,0.926,0.90728575,0.8865714,0.8691429,0.84814286,0.8345714,0.82114285,0.80885714,0.799,0.5577143,0.78185713,0.7748571,0.769,0.76257145,0.7565714,0.68128574,0.7505714,0.74971426,0.7485714,0.74814284,0.75142854,0.75428575,0.7457143,0.634,0.7522857,0.64,0.7664286,0.78828573,0.797,0.8101429,0.788,0.82114285,0.8494286,0.78742856,0.85142857,0.8075715,0.7674286,0.73471427,0.6957143,0.66714287,0.6438571,0.62142855,0.60071427,0.5845714,0.55414283,0.5418571,0.538,0.5247143,0.514,0.50385714,0.49542856,0.48742858,0.4802857,0.4737143,0.46771428,0.4617143,0.458,0.454,0.4507143,0.44742855,0.446,0.44414285,0.44314286,0.44285715,0.44342858,0.443,0.444,0.44385713,0.43742856,0.43914285,0.445,0.45971426,0.46457142,0.47085714,0.4765714,0.4822857,0.48985714,0.4974286,0.5065714,0.5195714,0.5302857,0.54157144,0.55628574,0.5697143,0.5851429,0.6027143,0.6298571,0.6514286,0.6324286,0.6982857,0.743,0.776,0.81285715,0.8568572,0.75614285,0.6217143,0.62114286,0.8084286,0.98485714,0.97185713,0.9645714,0.9538571,0.84342855,0.9342857,0.3167143,0.9265714,0.922,0.9211429,0.6885714,0.91914284,0.9194286,0.9244286,0.92628574,0.93214285,0.93714285,0.9417143,0.94942856,0.78828573,0.77171427,0.7764286,0.791,0.8457143,0.4107143,0.82685715,0.83942854,0.8417143,0.44342858,0.8997143,0.9242857,0.8388571,0.98457146,1.0,0.9991428,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.97302115,0.33797848,0.13583334
315,-2.1358333333333333,False,,0.96402764,0.8235853,1.0,0.65957147,1.0,1.0,1.0,1.0,1.0,0.71257144,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.75371426,1.0,1.0,0.9768571,0.92800003,0.926,0.90728575,0.8865714,0.8691429,0.84814286,0.8345714,0.82114285,0.80885714,0.799,0.5577143,0.78185713,0.7748571,0.769,0.76257145,0.7565714,0.68128574,0.7505714,0.74971426,0.7485714,0.74814284,0.75142854,0.75428575,0.7457143,0.634,0.7522857,0.64,0.7664286,0.78828573,0.797,0.8101429,0.788,0.82114285,0.8494286,0.78742856,0.85142857,0.8075715,0.7674286,0.73471427,0.6957143,0.66714287,0.6438571,0.62142855,0.60071427,0.5845714,0.55414283,0.5418571,0.538,0.5247143,0.514,0.50385714,0.49542856,0.48742858,0.4802857,0.4737143,0.46771428,0.4617143,0.458,0.454,0.4507143,0.44742855,0.446,0.44414285,0.44314286,0.44285715,0.44342858,0.443,0.444,0.44385713,0.43742856,0.43914285,0.445,0.45971426,0.46457142,0.47085714,0.4765714,0.4822857,0.48985714,0.4974286,0.5065714,0.5195714,0.5302857,0.54157144,0.55628574,0.5697143,0.5851429,0.6027143,0.6298571,0.6514286,0.6324286,0.6982857,0.743,0.776,0.81285715,0.8568572,0.75614285,0.6217143,0.62114286,0.8084286,0.98485714,0.97185713,0.9645714,0.9538571,0.84342855,0.9342857,0.3167143,0.9265714,0.922,0.9211429,0.6885714,0.91914284,0.9194286,0.9244286,0.92628574,0.93214285,0.93714285,0.9417143,0.94942856,0.78828573,0.77171427,0.7764286,0.791,0.8457143,0.4107143,0.82685715,0.83942854,0.8417143,0.44342858,0.8997143,0.9242857,0.8388571,0.98457146,1.0,0.9991428,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.97302115,0.33797848,0.13583334
316,-2.1358333333333333,False,,0.96402764,0.8235853,1.0,0.65957147,1.0,1.0,1.0,1.0,1.0,0.71257144,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.75371426,1.0,1.0,0.9768571,0.92800003,0.926,0.90728575,0.8865714,0.8691429,0.84814286,0.8345714,0.82114285,0.80885714,0.799,0.5577143,0.78185713,0.7748571,0.769,0.76257145,0.7565714,0.68128574,0.7505714,0.74971426,0.7485714,0.74814284,0.75142854,0.75428575,0.7457143,0.634,0.7522857,0.64,0.7664286,0.78828573,0.797,0.8101429,0.788,0.82114285,0.8494286,0.78742856,0.85142857,0.8075715,0.7674286,0.73471427,0.6957143,0.66714287,0.6438571,0.62142855,0.60071427,0.5845714,0.55414283,0.5418571,0.538,0.5247143,0.514,0.50385714,0.49542856,0.48742858,0.4802857,0.4737143,0.46771428,0.4617143,0.458,0.454,0.4507143,0.44742855,0.446,0.44414285,0.44314286,0.44285715,0.44342858,0.443,0.444,0.44385713,0.43742856,0.43914285,0.445,0.45971426,0.46457142,0.47085714,0.4765714,0.4822857,0.48985714,0.4974286,0.5065714,0.5195714,0.5302857,0.54157144,0.55628574,0.5697143,0.5851429,0.6027143,0.6298571,0.6514286,0.6324286,0.6982857,0.743,0.776,0.81285715,0.8568572,0.75614285,0.6217143,0.62114286,0.8084286,0.98485714,0.97185713,0.9645714,0.9538571,0.84342855,0.9342857,0.3167143,0.9265714,0.922,0.9211429,0.6885714,0.91914284,0.9194286,0.9244286,0.92628574,0.93214285,0.93714285,0.9417143,0.94942856,0.78828573,0.77171427,0.7764286,0.791,0.8457143,0.4107143,0.82685715,0.83942854,0.8417143,0.44342858,0.8997143,0.9242857,0.8388571,0.98457146,1.0,0.9991428,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.97302115,0.33797848,0.13583334
317,-2.1358333333333333,False,,0.96402764,0.8235853,1.0,0.65957147,1.0,1.0,1.0,1.0,1.0,0.71257144,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.75371426,1.0,1.0,0.9768571,0.92800003,0.926,0.90728575,0.8865714,0.8691429,0.84814286,0.8345714,0.82114285,0.80885714,0.799,0.5577143,0.78185713,0.7748571,0.769,0.76257145,0.7565714,0.68128574,0.7505714,0.74971426,0.7485714,0.74814284,0.75142854,0.75428575,0.7457143,0.634,0.7522857,0.64,0.7664286,0.78828573,0.797,0.8101429,0.788,0.82114285,0.8494286,0.78742856,0.85142857,0.8075715,0.7674286,0.73471427,0.6957143,0.66714287,0.6438571,0.62142855,0.60071427,0.5845714,0.55414283,0.5418571,0.538,0.5247143,0.514,0.50385714,0.49542856,0.48742858,0.4802857,0.4737143,0.46771428,0.4617143,0.458,0.454,0.4507143,0.44742855,0.446,0.44414285,0.44314286,0.44285715,0.44342858,0.443,0.444,0.44385713,0.43742856,0.43914285,0.445,0.45971426,0.46457142,0.47085714,0.4765714,0.4822857,0.48985714,0.4974286,0.5065714,0.5195714,0.5302857,0.54157144,0.55628574,0.5697143,0.5851429,0.6027143,0.6298571,0.6514286,0.6324286,0.6982857,0.743,0.776,0.81285715,0.8568572,0.75614285,0.6217143,0.62114286,0.8084286,0.98485714,0.97185713,0.9645714,0.9538571,0.84342855,0.9342857,0.3167143,0.9265714,0.922,0.9211429,0.6885714,0.91914284,0.9194286,0.9244286,0.92628574,0.93214285,0.93714285,0.9417143,0.94942856,0.78828573,0.77171427,0.7764286,0.791,0.8457143,0.4107143,0.82685715,0.83942854,0.8417143,0.44342858,0.8997143,0.9242857,0.8388571,0.98457146,1.0,0.9991428,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.97302115,0.33797848,0.13583334
318,-2.135,False,,0.96402764,0.8235853,1.0,0.65957147,1.0,1.0,1.0,1.0,1.0,0.71257144,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.75371426,1.0,1.0,0.9768571,0.92800003,0.926,0.90728575,0.8865714,0.8691429,0.84814286,0.8345714,0.82114285,0.80885714,0.799,0.5577143,0.78185713,0.7748571,0.769,0.76257145,0.7565714,0.68128574,0.7505714,0.74971426,0.7485714,0.74814284,0.75142854,0.75428575,0.7457143,0.634,0.7522857,0.64,0.7664286,0.78828573,0.797,0.8101429,0.788,0.82114285,0.8494286,0.78742856,0.85142857,0.8075715,0.7674286,0.73471427,0.6957143,0.66714287,0.6438571,0.62142855,0.60071427,0.5845714,0.55414283,0.5418571,0.538,0.5247143,0.514,0.50385714,0.49542856,0.48742858,0.4802857,0.4737143,0.46771428,0.4617143,0.458,0.454,0.4507143,0.44742855,0.446,0.44414285,0.44314286,0.44285715,0.44342858,0.443,0.444,0.44385713,0.43742856,0.43914285,0.445,0.45971426,0.46457142,0.47085714,0.4765714,0.4822857,0.48985714,0.4974286,0.5065714,0.5195714,0.5302857,0.54157144,0.55628574,0.5697143,0.5851429,0.6027143,0.6298571,0.6514286,0.6324286,0.6982857,0.743,0.776,0.81285715,0.8568572,0.75614285,0.6217143,0.62114286,0.8084286,0.98485714,0.97185713,0.9645714,0.9538571,0.84342855,0.9342857,0.3167143,0.9265714,0.922,0.9211429,0.6885714,0.91914284,0.9194286,0.9244286,0.92628574,0.93214285,0.93714285,0.9417143,0.94942856,0.78828573,0.77171427,0.7764286,0.791,0.8457143,0.4107143,0.82685715,0.83942854,0.8417143,0.44342858,0.8997143,0.9242857,0.8388571,0.98457146,1.0,0.9991428,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9696863,0.32855108,0.135
319,-2.135,False,,0.96402764,0.79633594,1.0,0.65957147,1.0,1.0,1.0,1.0,1.0,0.71257144,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.75371426,1.0,1.0,0.9768571,0.92800003,0.926,0.90728575,0.8865714,0.8691429,0.84814286,0.8345714,0.82114285,0.80885714,0.799,0.5577143,0.78185713,0.7748571,0.769,0.76257145,0.7565714,0.68128574,0.7505714,0.74971426,0.7485714,0.74814284,0.75142854,0.75428575,0.7457143,0.634,0.7522857,0.64,0.7664286,0.78828573,0.797,0.8101429,0.788,0.82114285,0.8494286,0.78742856,0.85142857,0.8075715,0.7674286,0.73471427,0.6957143,0.66714287,0.6438571,0.62142855,0.60071427,0.5845714,0.55414283,0.5418571,0.538,0.5247143,0.514,0.50385714,0.49542856,0.48742858,0.4802857,0.4737143,0.46771428,0.4617143,0.458,0.454,0.4507143,0.44742855,0.446,0.44414285,0.44314286,0.44285715,0.44342858,0.443,0.444,0.44385713,0.43742856,0.43914285,0.445,0.45971426,0.46457142,0.47085714,0.4765714,0.4822857,0.48985714,0.4974286,0.5065714,0.5195714,0.5302857,0.54157144,0.55628574,0.5697143,0.5851429,0.6027143,0.6298571,0.6514286,0.6324286,0.6982857,0.743,0.776,0.81285715,0.8568572,0.75614285,0.6217143,0.62114286,0.8084286,0.98485714,0.97185713,0.9645714,0.9538571,0.84342855,0.9342857,0.3167143,0.9265714,0.922,0.9211429,0.6885714,0.91914284,0.9194286,0.9244286,0.92628574,0.93214285,0.93714285,0.9417143,0.94942856,0.78828573,0.77171427,0.7764286,0.791,0.8457143,0.4107143,0.82685715,0.83942854,0.8417143,0.44342858,0.8997143,0.9242857,0.8388571,0.98457146,1.0,0.9991428,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9696863,0.32855108,0.135
320,-2.135,False,,0.96402764,0.79633594,1.0,0.65957147,1.0,1.0,1.0,1.0,1.0,0.71257144,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.75371426,1.0,1.0,0.9768571,0.92800003,0.926,0.90728575,0.8865714,0.8691429,0.84814286,0.8345714,0.82114285,0.80885714,0.799,0.5577143,0.78185713,0.7748571,0.769,0.76257145,0.7565714,0.68128574,0.7505714,0.74971426,0.7485714,0.74814284,0.75142854,0.75428575,0.7457143,0.634,0.7522857,0.64,0.7664286,0.78828573,0.797,0.8101429,0.788,0.82114285,0.8494286,0.78742856,0.85142857,0.8075715,0.7674286,0.73471427,0.6957143,0.66714287,0.6438571,0.62142855,0.60071427,0.5845714,0.55414283,0.5418571,0.538,0.5247143,0.514,0.50385714,0.49542856,0.48742858,0.4802857,0.4737143,0.46771428,0.4617143,0.458,0.454,0.4507143,0.44742855,0.446,0.44414285,0.44314286,0.44285715,0.44342858,0.443,0.444,0.44385713,0.43742856,0.43914285,0.445,0.45971426,0.46457142,0.47085714,0.4765714,0.4822857,0.48985714,0.4974286,0.5065714,0.5195714,0.5302857,0.54157144,0.55628574,0.5697143,0.5851429,0.6027143,0.6298571,0.6514286,0.6324286,0.6982857,0.743,0.776,0.81285715,0.8568572,0.75614285,0.6217143,0.62114286,0.8084286,0.98485714,0.97185713,0.9645714,0.9538571,0.84342855,0.9342857,0.3167143,0.9265714,0.922,0.9211429,0.6885714,0.91914284,0.9194286,0.9244286,0.92628574,0.93214285,0.93714285,0.9417143,0.94942856,0.78828573,0.77171427,0.7764286,0.791,0.8457143,0.4107143,0.82685715,0.83942854,0.8417143,0.44342858,0.8997143,0.9242857,0.8388571,0.98457146,1.0,0.9991428,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9696863,0.32855108,0.135
321,-2.135,False,,0.96402764,0.79633594,1.0,0.65957147,1.0,1.0,1.0,1.0,1.0,0.71257144,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.75371426,1.0,1.0,0.9768571,0.92800003,0.926,0.90728575,0.8865714,0.8691429,0.84814286,0.8345714,0.82114285,0.80885714,0.799,0.5577143,0.78185713,0.7748571,0.769,0.76257145,0.7565714,0.68128574,0.7505714,0.74971426,0.7485714,0.74814284,0.75142854,0.75428575,0.7457143,0.634,0.7522857,0.64,0.7664286,0.78828573,0.797,0.8101429,0.788,0.82114285,0.8494286,0.78742856,0.85142857,0.8075715,0.7674286,0.73471427,0.6957143,0.66714287,0.6438571,0.62142855,0.60071427,0.5845714,0.55414283,0.5418571,0.538,0.5247143,0.514,0.50385714,0.49542856,0.48742858,0.4802857,0.4737143,0.46771428,0.4617143,0.458,0.454,0.4507143,0.44742855,0.446,0.44414285,0.44314286,0.44285715,0.44342858,0.443,0.444,0.44385713,0.43742856,0.43914285,0.445,0.45971426,0.46457142,0.47085714,0.4765714,0.4822857,0.48985714,0.4974286,0.5065714,0.5195714,0.5302857,0.54157144,0.55628574,0.5697143,0.5851429,0.6027143,0.6298571,0.6514286,0.6324286,0.6982857,0.743,0.776,0.81285715,0.8568572,0.75614285,0.6217143,0.62114286,0.8084286,0.98485714,0.97185713,0.9645714,0.9538571,0.84342855,0.9342857,0.3167143,0.9265714,0.922,0.9211429,0.6885714,0.91914284,0.9194286,0.9244286,0.92628574,0.93214285,0.93714285,0.9417143,0.94942856,0.78828573,0.77171427,0.7764286,0.791,0.8457143,0.4107143,0.82685715,0.83942854,0.8417143,0.44342858,0.8997143,0.9242857,0.8388571,0.98457146,1.0,0.9991428,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9696863,0.32855108,0.135
322,-2.135,False,,0.96402764,0.79633594,1.0,0.65957147,1.0,1.0,1.0,1.0,1.0,0.71257144,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.75371426,1.0,1.0,0.9768571,0.92800003,0.926,0.90728575,0.8865714,0.8691429,0.84814286,0.8345714,0.82114285,0.80885714,0.799,0.5577143,0.78185713,0.7748571,0.769,0.76257145,0.7565714,0.68128574,0.7505714,0.74971426,0.7485714,0.74814284,0.75142854,0.75428575,0.7457143,0.634,0.7522857,0.64,0.7664286,0.78828573,0.797,0.8101429,0.788,0.82114285,0.8494286,0.78742856,0.85142857,0.8075715,0.7674286,0.73471427,0.6957143,0.66714287,0.6438571,0.62142855,0.60071427,0.5845714,0.55414283,0.5418571,0.538,0.5247143,0.514,0.50385714,0.49542856,0.48742858,0.4802857,0.4737143,0.46771428,0.4617143,0.458,0.454,0.4507143,0.44742855,0.446,0.44414285,0.44314286,0.44285715,0.44342858,0.443,0.444,0.44385713,0.43742856,0.43914285,0.445,0.45971426,0.46457142,0.47085714,0.4765714,0.4822857,0.48985714,0.4974286,0.5065714,0.5195714,0.5302857,0.54157144,0.55628574,0.5697143,0.5851429,0.6027143,0.6298571,0.6514286,0.6324286,0.6982857,0.743,0.776,0.81285715,0.8568572,0.75614285,0.6217143,0.62114286,0.8084286,0.98485714,0.97185713,0.9645714,0.9538571,0.84342855,0.9342857,0.3167143,0.9265714,0.922,0.9211429,0.6885714,0.91914284,0.9194286,0.9244286,0.92628574,0.93214285,0.93714285,0.9417143,0.94942856,0.78828573,0.77171427,0.7764286,0.791,0.8457143,0.4107143,0.82685715,0.83942854,0.8417143,0.44342858,0.8997143,0.9242857,0.8388571,0.98457146,1.0,0.9991428,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9696863,0.32855108,0.135
323,-2.135,False,,0.96402764,0.79633594,1.0,0.65957147,1.0,1.0,1.0,1.0,1.0,0.71257144,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.75371426,1.0,1.0,0.9768571,0.92800003,0.926,0.90728575,0.8865714,0.8691429,0.84814286,0.8345714,0.82114285,0.80885714,0.799,0.5577143,0.78185713,0.7748571,0.769,0.76257145,0.7565714,0.68128574,0.7505714,0.74971426,0.7485714,0.74814284,0.75142854,0.75428575,0.7457143,0.634,0.7522857,0.64,0.7664286,0.78828573,0.797,0.8101429,0.788,0.82114285,0.8494286,0.78742856,0.85142857,0.8075715,0.7674286,0.73471427,0.6957143,0.66714287,0.6438571,0.62142855,0.60071427,0.5845714,0.55414283,0.5418571,0.538,0.5247143,0.514,0.50385714,0.49542856,0.48742858,0.4802857,0.4737143,0.46771428,0.4617143,0.458,0.454,0.4507143,0.44742855,0.446,0.44414285,0.44314286,0.44285715,0.44342858,0.443,0.444,0.44385713,0.43742856,0.43914285,0.445,0.45971426,0.46457142,0.47085714,0.4765714,0.4822857,0.48985714,0.4974286,0.5065714,0.5195714,0.5302857,0.54157144,0.55628574,0.5697143,0.5851429,0.6027143,0.6298571,0.6514286,0.6324286,0.6982857,0.743,0.776,0.81285715,0.8568572,0.75614285,0.6217143,0.62114286,0.8084286,0.98485714,0.97185713,0.9645714,0.9538571,0.84342855,0.9342857,0.3167143,0.9265714,0.922,0.9211429,0.6885714,0.91914284,0.9194286,0.9244286,0.92628574,0.93214285,0.93714285,0.9417143,0.94942856,0.78828573,0.77171427,0.7764286,0.791,0.8457143,0.4107143,0.82685715,0.83942854,0.8417143,0.44342858,0.8997143,0.9242857,0.8388571,0.98457146,1.0,0.9991428,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9696863,0.32855108,0.135
324,-2.135,False,,0.96402764,0.79633594,1.0,0.65957147,1.0,1.0,1.0,1.0,1.0,0.71257144,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.75371426,1.0,1.0,0.9768571,0.92800003,0.926,0.90728575,0.8865714,0.8691429,0.84814286,0.8345714,0.82114285,0.80885714,0.799,0.5577143,0.78185713,0.7748571,0.769,0.76257145,0.7565714,0.68128574,0.7505714,0.74971426,0.7485714,0.74814284,0.75142854,0.75428575,0.7457143,0.634,0.7522857,0.64,0.7664286,0.78828573,0.797,0.8101429,0.788,0.82114285,0.8494286,0.78742856,0.85142857,0.8075715,0.7674286,0.73471427,0.6957143,0.66714287,0.6438571,0.62142855,0.60071427,0.5845714,0.55414283,0.5418571,0.538,0.5247143,0.514,0.50385714,0.49542856,0.48742858,0.4802857,0.4737143,0.46771428,0.4617143,0.458,0.454,0.4507143,0.44742855,0.446,0.44414285,0.44314286,0.44285715,0.44342858,0.443,0.444,0.44385713,0.43742856,0.43914285,0.445,0.45971426,0.46457142,0.47085714,0.4765714,0.4822857,0.48985714,0.4974286,0.5065714,0.5195714,0.5302857,0.54157144,0.55628574,0.5697143,0.5851429,0.6027143,0.6298571,0.6514286,0.6324286,0.6982857,0.743,0.776,0.81285715,0.8568572,0.75614285,0.6217143,0.62114286,0.8084286,0.98485714,0.97185713,0.9645714,0.9538571,0.84342855,0.9342857,0.3167143,0.9265714,0.922,0.9211429,0.6885714,0.91914284,0.9194286,0.9244286,0.92628574,0.93214285,0.93714285,0.9417143,0.94942856,0.78828573,0.77171427,0.7764286,0.791,0.8457143,0.4107143,0.82685715,0.83942854,0.8417143,0.44342858,0.8997143,0.9242857,0.8388571,0.98457146,1.0,0.9991428,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9696863,0.32855108,0.135
